VIN	order_num	vendor_name	part_number	description	price	status	qty
TJQJ55RQI0H014163	005	Kinnamplus	KS-EAEM0146	Shift improver	137.03	installed	1	
WVHB7F4NOZA643269	004	Kinnamplus	KS-BAE0003	Exposed bumper	158.08	installed	1	
WVHB7F4NOZA643269	004	Kinnamplus	KS-EAELASS0089	License plate lamp	148.22	installed	2	
WVHB7F4NOZA643269	004	Kinnamplus	KS-EAES0098	Fuel level sensor	77.35	installed	1	
XAH1ZZICK0H241287	004	Kinnamplus	KS-EAECS0048	Alternator	27.90	installed	1	
ZANB7GHQNUL143822	002	Kinnamplus	KS-BAE0000	Bonnet/hood	222.69	ordered	1	
ZANB7GHQNUL143822	002	Kinnamplus	KS-BAE0010	Grille	196.06	received	1	
ZANB7GHQNUL143822	002	Kinnamplus	KS-BAED0023	Door beam and panel	191.92	ordered	2	
ZANB7GHQNUL143822	002	Kinnamplus	KS-PACBS0184	Brake warning light	261.12	received	1	
07JPETSN4PC498833	001	Konmatfix	KX-EAEAD0041	Antenna assembly	17.56	installed	1	
07JPETSN4PC498833	001	Konmatfix	KX-EAES0096	Crankshaft position sensor	45.20	installed	1	
07JPETSN4PC498833	001	Konmatfix	KX-PACBS0192	Air brake nylon hose	12.54	installed	1	
37P7U8FZQUW335845	003	Konmatfix	KX-BAED0026	Door control module	74.85	installed	1	
37P7U8FZQUW335845	003	Konmatfix	KX-EAEAD0041	Antenna assembly	163.62	received	1	
37P7U8FZQUW335845	003	Konmatfix	KX-EAEGAM0068	Speedometer	238.21	ordered	1	
37P7U8FZQUW335845	003	Konmatfix	KX-PACBS0166	Anchor	323.63	installed	2	
3EFKWHDVV7K763989	002	Konmatfix	KX-BAEW0034	Sunroof	73.88	installed	3	
3EFKWHDVV7K763989	002	Konmatfix	KX-EAEESS0060	Battery tray	36.31	installed	2	
3EFKWHDVV7K763989	002	Konmatfix	KX-EAES0104	Pressure sensor	51.88	installed	1	
3EFKWHDVV7K763989	002	Konmatfix	KX-IFCAP0152	Center console	64.37	installed	1	
4JX146RTPEP497160	002	Konmatfix	KX-BAED0032	Centre Locking	33.46	ordered	1	
4NU1XG1A1PK229738	005	Konmatfix	KX-BAE0012	Quarter panel	150.70	installed	3	
4NU1XG1A1PK229738	005	Konmatfix	KX-EAEGAM0062	Ammeter	91.42	installed	1	
4NU1XG1A1PK229738	005	Konmatfix	KX-EAESS0116	Starter drive	186.02	installed	1	
4VNFJ5C41RD739427	001	Konmatfix	KX-BAEW0036	Window motor	109.92	installed	1	
4VNFJ5C41RD739427	001	Konmatfix	KX-PACBS0196	Master Cylinder	73.31	installed	1	
6H82UWO7Y0K320015	001	Konmatfix	KX-EAEESS0054	Performance battery	626.62	installed	1	
6H82UWO7Y0K320015	001	Konmatfix	KX-EAELASS0090	Side lighting	455.17	installed	1	
6H82UWO7Y0K320015	001	Konmatfix	KX-EAES0110	TDC sensor	197.54	installed	1	
7BXZ04PFOSU192497	002	Konmatfix	KX-PACBS0168	Brake backing plate	43.68	installed	1	
7BXZ04PFOSU192497	002	Konmatfix	KX-PACBS0194	Hydraulic booster unit	50.28	installed	4	
A801LEVAKE7060216	002	Konmatfix	KX-BAE0002	Unexposed bumper	254.59	installed	1	
A801LEVAKE7060216	002	Konmatfix	KX-EAEESS0057	Battery cable	149.93	installed	1	
A801LEVAKE7060216	002	Konmatfix	KX-PACBS0170	Brake cooling duct	190.08	installed	1	
A801LEVAKE7060216	002	Konmatfix	KX-PACBS0179	Brake rotor	45.43	installed	1	
C5I6GRDA1LX196337	002	Konmatfix	KX-BAE0005	Decklid	363.58	installed	1	
C5I6GRDA1LX196337	002	Konmatfix	KX-BAE0018	Rear spoiler	153.69	installed	1	
C5I6GRDA1LX196337	002	Konmatfix	KX-EAEM0140	Fuse	445.98	installed	4	
C5I6GRDA1LX196337	002	Konmatfix	KX-EAES0094	Anti-pinch sensor	324.15	installed	1	
CHXR8I2J0M2362214	002	Konmatfix	KX-EAEESS0061	Voltage regulator	91.87	installed	1	
CMI2TOM7S2T094938	002	Konmatfix	KX-EAEIS0081	Ignition controller	102.28	installed	1	
CMI2TOM7S2T094938	002	Konmatfix	KX-EAESS0115	Starter	132.52	installed	1	
CMI2TOM7S2T094938	002	Konmatfix	KX-PACBS0182	Brake lining	57.36	installed	2	
DDSRT3SC6IC755465	006	Konmatfix	KX-10141	Fuse Box: The Alternative Tribute	131.60	installed	1	
DDSRT3SC6IC755465	006	Konmatfix	KX-EAEM0132	Air bag control module	40.33	installed	1	
DDSRT3SC6IC755465	006	Konmatfix	KX-EAES0104	Pressure sensor	159.89	installed	1	
DLN8B358NL1021790	005	Konmatfix	KX-BAEW0040	Window seal	47.26	installed	5	
DLN8B358NL1021790	005	Konmatfix	KX-EAEAD0046	Tuner	24.26	installed	1	
DLN8B358NL1021790	005	Konmatfix	KX-EAELASS0086	Headlight	24.72	installed	2	
DLN8B358NL1021790	005	Konmatfix	KX-EAES0101	Manifold absolute pressure sensor	51.46	installed	1	
EFN2IJTUAT1401775	001	Konmatfix	KX-EAELASS0088	Interior light and lamp	23.31	ordered	1	
EFN2IJTUAT1401775	001	Konmatfix	KX-EAEWH0129	Engine compartment harness	1.09	received	1	
EFN2IJTUAT1401775	001	Konmatfix	KX-ICS0156	Children and baby car seat	0.41	installed	5	
EFN2IJTUAT1401775	001	Konmatfix	KX-PACBS0191	Brake booster hose	23.89	ordered	1	
ELOHA60HGW0225638	002	Konmatfix	KX-BAE0008	Front clip	135.52	installed	1	
ELOHA60HGW0225638	002	Konmatfix	KX-BAE0012	Quarter panel	82.97	installed	1	
ELOHA60HGW0225638	002	Konmatfix	KX-EAEM0136	Cruise control computer	189.79	installed	1	
ELOHA60HGW0225638	002	Konmatfix	KX-PACBS0197	Metering valve	326.02	installed	1	
EYHIFQOMJDL979440	001	Konmatfix	KX-BAE0006	Fascia rear and support	29.74	installed	1	
EYHIFQOMJDL979440	001	Konmatfix	KX-EAEM0143	Performance Monitor	171.47	installed	1	
EYHIFQOMJDL979440	001	Konmatfix	KX-EAES0105	Rain sensor	174.48	installed	1	
EYHIFQOMJDL979440	001	Konmatfix	KX-EAES0107	Temperature sensor	89.37	installed	2	
FIC8GEO7P0E062013	001	Konmatfix	KX-PACBS0164	ABS steel pin	45.16	ordered	1	
FK7Q7XYMZUL655715	004	Konmatfix	KX-BAEW0040	Window seal	67.74	installed	1	
FK7Q7XYMZUL655715	004	Konmatfix	KX-EAES0125	Switch panel	146.68	installed	2	
GJRQOQ5ZD6M728549	002	Konmatfix	KX-EAESS0118	Starter solenoid	48.93	installed	1	
J2FMAGZEZWE901493	001	Konmatfix	KX-EAEM0132	Air bag control module	71.17	installed	2	
J6HNK0LSBLR804343	001	Konmatfix	KX-BAE0012	Quarter panel	3.86	installed	1	
J6HNK0LSBLR804343	001	Konmatfix	KX-EAEM0136	Cruise control computer	12.08	installed	1	
J6HNK0LSBLR804343	001	Konmatfix	KX-EAES0111	MAP sensor	37.03	installed	1	
JCSWK7YNNU4772939	001	Konmatfix	KX-EAEM0150	Wiring connector	8.66	ordered	1	
NB8SWRCD36Z177457	001	Konmatfix	KX-BAE0015	Roof Rack	90.15	installed	1	
NB8SWRCD36Z177457	001	Konmatfix	KX-PACBS0169	Brake backing pad	8.91	installed	5	
NB8SWRCD36Z177457	001	Konmatfix	KX-PACBS0174	Brake pad	215.53	installed	1	
NBYCOAHVEG4041460	002	Konmatfix	KX-BAE0013	Radiator core support	9.42	ordered	1	
NBYCOAHVEG4041460	002	Konmatfix	KX-EAEWH0129	Engine compartment harness	86.72	received	1	
NBYCOAHVEG4041460	002	Konmatfix	KX-EAEWH0131	Underfloor harness	25.16	ordered	1	
NE217XL1T4C839531	005	Konmatfix	KX-BAE0015	Roof Rack	195.71	installed	1	
NE217XL1T4C839531	006	Konmatfix	KX-EAEAD0047	Subwoofer	158.59	installed	1	
NE217XL1T4C839531	006	Konmatfix	KX-PACBS0176	Brake piston	144.66	installed	2	
NE217XL1T4C839531	006	Konmatfix	KX-PACBS0181	Brake shoe	129.62	installed	1	
RANYR1X34OF225773	001	Konmatfix	KX-BAE0011	Pillar and hard trim	72.01	installed	2	
RHQUA4U5I4H058567	001	Konmatfix	KX-PACBS0183	Shoe web	108.46	installed	2	
RHQUA4U5I4H058567	002	Konmatfix	KX-EAEIS0077	Electronic timing controller	120.39	installed	1	
RHQUA4U5I4H058567	002	Konmatfix	KX-EAES0099	Knock sensor	91.78	installed	1	
RHQUA4U5I4H058567	002	Konmatfix	KX-ICS0155	Bucket Seat	96.87	installed	1	
SKDCO0W4BH5158630	001	Konmatfix	KX-BAE0016	Spoiler	116.01	ordered	1	
SKDCO0W4BH5158630	001	Konmatfix	KX-BAED0027	Door seal	79.64	received	1	
SKDCO0W4BH5158630	001	Konmatfix	KX-ICS0159	Seat Belt	41.72	received	1	
SKDCO0W4BH5158630	001	Konmatfix	KX-IFCAP0152	Center console	72.10	installed	4	
SST5NYL6RZG831918	002	Konmatfix	KX-EAES0122	Power window switch	112.43	installed	1	
SST5NYL6RZG831918	002	Konmatfix	KX-ICS0159	Seat Belt	65.07	installed	3	
SYVHZOGUR0Z818178	001	Konmatfix	KX-BAED0032	Centre Locking	19.57	installed	1	
SYVHZOGUR0Z818178	001	Konmatfix	KX-EAEM0140	Fuse	29.28	installed	1	
SYVHZOGUR0Z818178	001	Konmatfix	KX-PACBS0173	Brake line	43.23	installed	1	
UECR61IVAYH064778	001	Konmatfix	KX-BAE0018	Rear spoiler	12.50	installed	4	
UECR61IVAYH064778	001	Konmatfix	KX-EAEESS0058	Battery control system	29.60	installed	1	
UECR61IVAYH064778	001	Konmatfix	KX-EAES0105	Rain sensor	33.18	installed	1	
UECR61IVAYH064778	001	Konmatfix	KX-EAEWH0130	Interior harness	14.10	installed	1	
XNPAKASNCLL688769	001	Konmatfix	KX-EAES0109	ABS brack sensor	39.15	installed	1	
08E1DI1NS6C115243	002	Labdrill	LL-BAEW0037	Window regulator	48.40	ordered	1	
08E1DI1NS6C115243	002	Labdrill	LL-EAEESS0059	Battery plate	42.19	ordered	1	
08E1DI1NS6C115243	002	Labdrill	LL-EAES0096	Crankshaft position sensor	11.92	installed	1	
08E1DI1NS6C115243	002	Labdrill	LL-EAES0099	Knock sensor	126.99	ordered	1	
6UGIW017LCI060007	003	Labdrill	LL-PACBS0167	Bleed nipple	96.61	received	1	
6UQVGBLKNG5875644	001	Labdrill	LL-EAEAD0042	Antenna cable	4.16	installed	2	
6UQVGBLKNG5875644	001	Labdrill	LL-EAEIS0075	Coil wire	115.73	installed	1	
6UQVGBLKNG5875644	001	Labdrill	LL-EAELASS0087	Headlight motor	36.87	installed	1	
6UQVGBLKNG5875644	001	Labdrill	LL-PACBS0193	Brake duct hose	72.61	installed	1	
7EM2RFFIVOU030418	002	Labdrill	LL-EAECS0048	Alternator	27.41	installed	1	
7EM2RFFIVOU030418	002	Labdrill	LL-ICS0157	Fastener	4.38	installed	1	
7EM2RFFIVOU030418	002	Labdrill	LL-PACBS0169	Brake backing pad	295.48	installed	2	
7EM2RFFIVOU030418	003	Labdrill	LL-BAEW0033	Glass	372.02	installed	1	
7EM2RFFIVOU030418	003	Labdrill	LL-EAES0106	Rotational sensor	259.72	installed	2	
7EM2RFFIVOU030418	003	Labdrill	LL-EAES0124	Switch cover	319.85	installed	1	
A801LEVAKE7060216	001	Labdrill	LL-EAEM0149	Transmission computer	35.59	installed	1	
A801LEVAKE7060216	001	Labdrill	LL-PACBS0164	ABS steel pin	80.42	installed	1	
ATOFM1EBV8T015290	001	Labdrill	LL-EAES0121	Ignition Switch	44.74	installed	1	
ATOFM1EBV8T015290	001	Labdrill	LL-PACBS0170	Brake cooling duct	5.46	installed	1	
AXFZ0VP31ZH670485	003	Labdrill	LL-EAEIS0080	Ignition coil parts	114.49	installed	1	
AXFZ0VP31ZH670485	003	Labdrill	LL-EAELASS0090	Side lighting	115.04	ordered	1	
DAGO1U5HNA4115178	003	Labdrill	LL-EAEESS0061	Voltage regulator	12.28	installed	1	
DAGO1U5HNA4115178	003	Labdrill	LL-EAES0107	Temperature sensor	57.86	received	1	
EYHIFQOMJDL979440	003	Labdrill	LL-EAEM0145	Remote lock	55.62	installed	1	
F2A8DSW1QYV603526	001	Labdrill	LL-PACBS0197	Metering valve	73.05	ordered	2	
HC2MYX2JUO6050652	001	Labdrill	LL-10141	Fuse Box: The Alternative Tribute	98.60	installed	1	
HC2MYX2JUO6050652	001	Labdrill	LL-EAEESS0057	Battery cable	253.42	installed	2	
HC2MYX2JUO6050652	001	Labdrill	LL-PACBS0177	Brake pump	13.56	installed	1	
HQTOUIQIRZK060873	004	Labdrill	LL-EAES0098	Fuel level sensor	358.94	installed	1	
HQTOUIQIRZK060873	004	Labdrill	LL-PACBS0192	Air brake nylon hose	285.11	installed	1	
IQVKGGZDMG1065750	004	Labdrill	LL-EAEWH0131	Underfloor harness	173.45	installed	1	
IQVKGGZDMG1065750	004	Labdrill	LL-ICS0156	Children and baby car seat	236.34	installed	1	
J1VSB85Q0EL367386	001	Labdrill	LL-BAEW0037	Window regulator	56.99	installed	4	
J1VSB85Q0EL367386	001	Labdrill	LL-EAEM0149	Transmission computer	38.97	installed	1	
J1VSB85Q0EL367386	001	Labdrill	LL-EAES0110	TDC sensor	101.26	installed	1	
J7GU3YIC164486632	002	Labdrill	LL-EAEESS0057	Battery cable	41.61	installed	1	
J7GU3YIC164486632	002	Labdrill	LL-IFCAP0152	Center console	42.55	installed	1	
LELQDTRMCRG279165	001	Labdrill	LL-BAED0023	Door beam and panel	20.36	installed	1	
LELQDTRMCRG279165	001	Labdrill	LL-BAED0030	Door and bonnet	287.42	installed	1	
LELQDTRMCRG279165	001	Labdrill	LL-EAEESS0057	Battery cable	125.34	installed	1	
LELQDTRMCRG279165	001	Labdrill	LL-EAEM0143	Performance Monitor	282.37	installed	3	
LGV35UW1ULO558332	002	Labdrill	LL-BAE0003	Exposed bumper	38.84	installed	1	
LGV35UW1ULO558332	002	Labdrill	LL-BAE0006	Fascia rear and support	5.08	installed	1	
LGV35UW1ULO558332	002	Labdrill	LL-PACBS0163	Anti-lock braking system	39.26	installed	1	
LGV35UW1ULO558332	002	Labdrill	LL-PACBS0184	Brake warning light	16.24	installed	1	
OWUHWW1PGFH452996	003	Labdrill	LL-BAE0000	Bonnet/hood	78.94	ordered	1	
OWUHWW1PGFH452996	003	Labdrill	LL-BAE0005	Decklid	5.47	ordered	1	
OWUHWW1PGFH452996	003	Labdrill	LL-EAEAD0043	Radio and media player	25.24	installed	1	
OWUHWW1PGFH452996	003	Labdrill	LL-EAEAD0044	Other devices	43.81	installed	1	
P6U8HFY7QRU695920	002	Labdrill	LL-EAECS0050	Alternator bracket	229.41	installed	1	
P6U8HFY7QRU695920	002	Labdrill	LL-PACBS0185	Calibrated friction brake	210.59	installed	1	
PRV6KSFK3P7562406	001	Labdrill	LL-EAEAD0044	Other devices	89.01	installed	1	
PRV6KSFK3P7562406	001	Labdrill	LL-EAEESS0061	Voltage regulator	228.68	installed	1	
PRV6KSFK3P7562406	001	Labdrill	LL-EAESS0116	Starter drive	211.32	installed	1	
QFRB7JG36TQ467046	002	Labdrill	LL-BAE0007	Fender Musical Instruments Corporation	42.05	installed	3	
QI8QRWK37QY163162	002	Labdrill	LL-10141	Fuse Box: The Alternative Tribute	105.28	ordered	1	
QI8QRWK37QY163162	002	Labdrill	LL-BAE0014	Rocker panel	187.72	ordered	1	
QI8QRWK37QY163162	002	Labdrill	LL-EAELASS0085	Halogen	173.44	installed	1	
REE0QD38MTO546272	002	Labdrill	LL-BAED0027	Door seal	106.58	installed	1	
REE0QD38MTO546272	002	Labdrill	LL-EAEAD0042	Antenna cable	20.23	installed	1	
REE0QD38MTO546272	002	Labdrill	LL-PACBS0172	Brake drum	36.90	ordered	1	
SAKWG05B4LX635123	001	Labdrill	LL-BAE0014	Rocker panel	59.80	installed	1	
SAKWG05B4LX635123	001	Labdrill	LL-EAEESS0059	Battery plate	94.77	received	1	
SAKWG05B4LX635123	001	Labdrill	LL-EAES0109	ABS brack sensor	9.30	installed	1	
SAKWG05B4LX635123	001	Labdrill	LL-ICS0160	Seat bracket	75.53	received	1	
SST5NYL6RZG831918	003	Labdrill	LL-IFCAP0151	Carpet and other floor material	38.49	installed	1	
SST5NYL6RZG831918	003	Labdrill	LL-PACBS0193	Brake duct hose	105.73	installed	1	
UECR61IVAYH064778	004	Labdrill	LL-EAEIS0078	Ignition box	2.44	installed	1	
UECR61IVAYH064778	004	Labdrill	LL-PACBS0168	Brake backing plate	33.63	installed	1	
UECR61IVAYH064778	005	Labdrill	LL-BAE0020	Trunk	26.39	installed	1	
UECR61IVAYH064778	005	Labdrill	LL-EAEM0132	Air bag control module	38.44	installed	1	
UECR61IVAYH064778	005	Labdrill	LL-EAES0101	Manifold absolute pressure sensor	1.57	installed	1	
YADEPAQA7YM798643	003	Labdrill	LL-BAE0005	Decklid	152.57	installed	1	
YVF56XDKAW4733570	001	Labdrill	LL-EAEAD0041	Antenna assembly	84.73	installed	2	
0FEWQI4E337838228	003	Newex	NX-BAE0021	Valance	40.69	installed	1	
0FEWQI4E337838228	003	Newex	NX-BAED0030	Door and bonnet	226.47	installed	1	
0FEWQI4E337838228	003	Newex	NX-IFCAP0151	Carpet and other floor material	115.14	installed	4	
0FEWQI4E337838228	003	Newex	NX-PACBS0167	Bleed nipple	198.58	installed	1	
0H7KF2IDNJB306062	001	Newex	NX-EAECS0052	Other alternator parts	107.18	ordered	1	
0H7KF2IDNJB306062	001	Newex	NX-EAEESS0059	Battery plate	164.17	received	1	
0H7KF2IDNJB306062	001	Newex	NX-EAEM0149	Transmission computer	124.57	installed	1	
0H7KF2IDNJB306062	001	Newex	NX-ICS0159	Seat Belt	119.83	ordered	4	
0HHX3SZUYRV656930	001	Newex	NX-EAEIS0076	Distributor	143.42	installed	4	
0HHX3SZUYRV656930	001	Newex	NX-PACBS0178	Brake roll	152.76	installed	1	
4YH16636OI3987091	001	Newex	NX-BAE0002	Unexposed bumper	197.78	installed	1	
4YH16636OI3987091	001	Newex	NX-EAEGAM0067	Odometer	143.45	received	1	
4YH16636OI3987091	001	Newex	NX-EAES0125	Switch panel	247.71	received	1	
4Z1EJX6IEPX270529	001	Newex	NX-BAE0009	Front fascia and header panel	190.66	ordered	5	
4Z1EJX6IEPX270529	001	Newex	NX-BAED0027	Door seal	17.66	installed	1	
4Z1EJX6IEPX270529	001	Newex	NX-PACBS0180	Brake servo	137.63	received	1	
7MLMMI8XWKM942519	003	Newex	NX-BAED0029	Hinge	371.61	installed	1	
7MLMMI8XWKM942519	003	Newex	NX-EAEM0133	Alarm and siren	386.75	installed	1	
7MLMMI8XWKM942519	003	Newex	NX-PACBS0166	Anchor	55.34	installed	1	
7MLMMI8XWKM942519	003	Newex	NX-PACBS0179	Brake rotor	297.75	installed	1	
7MLMMI8XWKM942519	006	Newex	NX-EAES0122	Power window switch	48.41	installed	1	
7MLMMI8XWKM942519	006	Newex	NX-ICS0155	Bucket Seat	289.09	installed	1	
7MLMMI8XWKM942519	006	Newex	NX-PACBS0192	Air brake nylon hose	1.99	installed	1	
ATOFM1EBV8T015290	003	Newex	NX-EAES0106	Rotational sensor	17.42	installed	1	
ATOFM1EBV8T015290	003	Newex	NX-EAES0123	Steering column switch	31.32	installed	1	
ATOFM1EBV8T015290	003	Newex	NX-PACBS0176	Brake piston	15.97	installed	1	
CHXR8I2J0M2362214	001	Newex	NX-EAES0093	Airbag sensor	9.48	installed	1	
CHXR8I2J0M2362214	001	Newex	NX-PACBS0173	Brake line	49.13	installed	1	
CHXR8I2J0M2362214	003	Newex	NX-BAE0003	Exposed bumper	65.79	installed	2	
CHXR8I2J0M2362214	003	Newex	NX-BAEW0038	Windshield	94.65	installed	1	
CHXR8I2J0M2362214	003	Newex	NX-EAEAD0046	Tuner	104.29	installed	1	
EYHIFQOMJDL979440	004	Newex	NX-EAEM0148	Speedometer calibrator	218.48	installed	1	
EYHIFQOMJDL979440	004	Newex	NX-EAES0103	Power-steering pressure sensor	209.01	installed	1	
J1VSB85Q0EL367386	002	Newex	NX-EAEAD0042	Antenna cable	88.81	installed	1	
J1VSB85Q0EL367386	003	Newex	NX-BAE0019	Trim package	75.64	installed	1	
JG225CRK0P7396477	003	Newex	NX-BAE0016	Spoiler	29.33	installed	1	
JG225CRK0P7396477	003	Newex	NX-EAELASS0083	Engine bay lighting	97.91	installed	1	
P6U8HFY7QRU695920	001	Newex	NX-EAEIS0079	Ignition Coil	203.69	installed	1	
P6U8HFY7QRU695920	001	Newex	NX-EAES0124	Switch cover	118.30	installed	2	
P6U8HFY7QRU695920	001	Newex	NX-PACBS0194	Hydraulic booster unit	254.43	installed	1	
PXXNQTGXC33861665	004	Newex	NX-BAED0028	Door watershield	214.02	installed	1	
PXXNQTGXC33861665	004	Newex	NX-EAES0105	Rain sensor	130.54	installed	1	
PXXNQTGXC33861665	004	Newex	NX-ICS0161	Seat cover	178.80	installed	1	
PXXNQTGXC33861665	004	Newex	NX-PACBS0181	Brake shoe	104.25	installed	2	
RYBSBTRHY1H130438	001	Newex	NX-EAEM0140	Fuse	26.65	installed	3	
RYBSBTRHY1H130438	001	Newex	NX-ICS0157	Fastener	58.41	installed	4	
RYBSBTRHY1H130438	001	Newex	NX-PACBS0176	Brake piston	8.31	installed	1	
TJQJ55RQI0H014163	004	Newex	NX-EAELASS0090	Side lighting	102.78	installed	1	
TJQJ55RQI0H014163	004	Newex	NX-PACBS0163	Anti-lock braking system	6.07	installed	1	
TJQJ55RQI0H014163	004	Newex	NX-PACBS0171	Brake disc	39.91	installed	1	
TJQJ55RQI0H014163	004	Newex	NX-PACBS0174	Brake pad	114.82	installed	3	
VIM64SCRZAW355712	001	Newex	NX-EAEGAM0066	Hydrometer	95.70	installed	1	
VOKGSMA74EZ148991	004	Newex	NX-EAEM0148	Speedometer calibrator	128.34	installed	1	
WVHB7F4NOZA643269	001	Newex	NX-EAECS0049	Alternator bearing	290.95	installed	1	
WVHB7F4NOZA643269	001	Newex	NX-EAEESS0059	Battery plate	272.95	installed	1	
WVHB7F4NOZA643269	001	Newex	NX-PACBS0177	Brake pump	175.79	installed	1	
X6WRPVFAHHO956037	001	Newex	NX-BAE0021	Valance	152.50	installed	1	
X6WRPVFAHHO956037	001	Newex	NX-EAES0102	Oxygen sensor	40.43	installed	1	
X6WRPVFAHHO956037	001	Newex	NX-PACBS0179	Brake rotor	23.43	installed	1	
X6WRPVFAHHO956037	001	Newex	NX-PACBS0188	Dual circuit brake system	99.67	installed	1	
XYKMLG8XUUP344979	002	Newex	NX-EAEM0142	Performance chip	94.25	installed	2	
XYKMLG8XUUP344979	002	Newex	NX-EAEWH0128	Air conditioning harness	136.61	installed	1	
XYKMLG8XUUP344979	004	Newex	NX-ICS0156	Children and baby car seat	77.91	installed	1	
Y5ZUOWR3L4K578258	001	Newex	NX-EAEESS0059	Battery plate	90.11	installed	4	
Y5ZUOWR3L4K578258	001	Newex	NX-PACBS0168	Brake backing plate	25.46	installed	1	
Y5ZUOWR3L4K578258	001	Newex	NX-PACBS0196	Master Cylinder	1.44	received	1	
YJWCDTAOP2Z769432	001	Newex	NX-EAES0106	Rotational sensor	172.58	received	1	
ZAGVUEDJVDC289276	003	Newex	NX-EAEM0145	Remote lock	53.08	installed	1	
ZAGVUEDJVDC289276	003	Newex	NX-PACBS0174	Brake pad	277.98	installed	1	
2MKA8LG040R833271	001	Openlane	OE-PACBS0188	Dual circuit brake system	195.42	installed	1	
2MKA8LG040R833271	001	Openlane	OE-PACBS0198	Other braking system parts	153.86	ordered	1	
3B2ABELTMYN821278	004	Openlane	OE-EAES0094	Anti-pinch sensor	353.54	received	1	
3B2ABELTMYN821278	004	Openlane	OE-EAES0120	Door switch	292.53	received	1	
4YH16636OI3987091	002	Openlane	OE-EAES0102	Oxygen sensor	295.28	received	1	
7MLMMI8XWKM942519	002	Openlane	OE-EAECS0048	Alternator	238.61	installed	1	
7MLMMI8XWKM942519	002	Openlane	OE-EAEM0150	Wiring connector	311.40	installed	1	
AE2AOKLPFNP679714	001	Openlane	OE-EAEGAM0074	Water temperature meter	93.32	installed	1	
AE2AOKLPFNP679714	001	Openlane	OE-EAES0101	Manifold absolute pressure sensor	22.59	installed	1	
AE2AOKLPFNP679714	001	Openlane	OE-EAESS0116	Starter drive	39.20	installed	2	
AVW3MNBAD6U843951	001	Openlane	OE-PACBS0166	Anchor	146.72	installed	1	
AVW3MNBAD6U843951	001	Openlane	OE-PACBS0177	Brake pump	52.00	ordered	1	
B2JZ72LY7MS631123	003	Openlane	OE-PACBS0191	Brake booster hose	26.14	received	5	
B2RVPIQTQU5029501	004	Openlane	OE-BAE0005	Decklid	102.27	installed	1	
B2RVPIQTQU5029501	004	Openlane	OE-EAEAD0042	Antenna cable	17.25	installed	1	
B2RVPIQTQU5029501	004	Openlane	OE-EAEGAM0069	Tachometer	120.85	installed	1	
B2RVPIQTQU5029501	004	Openlane	OE-PACBS0181	Brake shoe	107.79	installed	1	
BK0HC8HZ0U6896211	002	Openlane	OE-BAED0027	Door seal	75.44	installed	3	
BK0HC8HZ0U6896211	002	Openlane	OE-EAEESS0060	Battery tray	84.74	installed	1	
BK0HC8HZ0U6896211	002	Openlane	OE-EAES0121	Ignition Switch	4.31	ordered	1	
DLN8B358NL1021790	001	Openlane	OE-PACBS0193	Brake duct hose	54.67	installed	1	
EAKQ0JX5H7Z281045	001	Openlane	OE-EAEIS0082	Magneto	172.76	installed	1	
EAKQ0JX5H7Z281045	002	Openlane	OE-EAEM0142	Performance chip	257.89	installed	1	
EAKQ0JX5H7Z281045	002	Openlane	OE-EAEM0144	Relay connector	50.54	installed	1	
EFN2IJTUAT1401775	002	Openlane	OE-BAE0021	Valance	44.59	ordered	1	
EFN2IJTUAT1401775	002	Openlane	OE-BAED0024	Outer door handle	14.19	received	1	
F2A8DSW1QYV603526	002	Openlane	OE-EAESS0116	Starter drive	6.27	received	1	
F2A8DSW1QYV603526	002	Openlane	OE-PACBS0180	Brake servo	46.56	ordered	1	
FUXRA3CIN1J359585	001	Openlane	OE-BAE0010	Grille	93.81	installed	1	
FUXRA3CIN1J359585	001	Openlane	OE-BAEW0040	Window seal	79.56	installed	1	
FUXRA3CIN1J359585	001	Openlane	OE-EAECS0052	Other alternator parts	23.97	installed	4	
HKZTRDHVCFC282367	001	Openlane	OE-EAEESS0061	Voltage regulator	289.87	installed	1	
HKZTRDHVCFC282367	001	Openlane	OE-EAEM0138	Engine computer and management system	137.19	installed	1	
HVJ8B3DNTCM113915	001	Openlane	OE-EAES0127	Frame Switch	116.97	installed	1	
J6HNK0LSBLR804343	004	Openlane	OE-BAE0002	Unexposed bumper	15.37	installed	1	
J6HNK0LSBLR804343	004	Openlane	OE-EAEGAM0070	Temperature gauge	24.84	installed	1	
J6HNK0LSBLR804343	004	Openlane	OE-EAES0102	Oxygen sensor	32.86	installed	1	
J6HNK0LSBLR804343	004	Openlane	OE-EAES0106	Rotational sensor	18.93	installed	1	
JCSWK7YNNU4772939	002	Openlane	OE-BAE0004	Cowl screen	21.52	installed	2	
JCSWK7YNNU4772939	002	Openlane	OE-BAED0025	Inner door handle	71.35	ordered	1	
JG225CRK0P7396477	004	Openlane	OE-BAE0013	Radiator core support	3.96	installed	1	
JG225CRK0P7396477	004	Openlane	OE-EAEAD0047	Subwoofer	60.59	installed	1	
JG225CRK0P7396477	004	Openlane	OE-EAEIS0082	Magneto	105.73	installed	1	
JS888P7A266025942	002	Openlane	OE-PACBS0194	Hydraulic booster unit	84.23	installed	1	
KI47PBW0PCK969685	001	Openlane	OE-EAECS0051	Alternator fan	175.61	installed	1	
